Date,Temperature,Relative Humdity,Wind Speed
2015-10-14,29.92295021,46.875,10.9549819
2015-10-15,30.44545021,41.16666667,7.029102713
2015-10-16,30.34044992,38.08333333,7.077401433
2015-10-17,30.80961658,34.95833333,5.679645195
2015-10-18,30.85086667,33.375,6.313833421
2015-10-19,30.94086679,31.20833333,7.993437008
2015-10-20,31.77711696,27,7.708545179
2015-10-21,30.30503338,27.29166667,8.444308975
2015-10-22,28.49419983,24.25,7.48614255
2015-10-23,28.66919992,21.54166667,6.153298846
2015-10-24,29.62336646,17.83333333,4.812044157
2015-10-25,27.90378346,23.75,10.7758163
2015-10-26,28.28336671,28.95833333,10.81328777
2015-10-27,27.49503329,26.875,9.550793758
2015-10-28,22.95253296,37,10.34521906
2015-10-29,23.546283,48.33333333,12.4999631
2015-10-30,25.70919942,38.375,8.658224858
2015-10-31,26.24044971,30.29166667,3.383079371
2015-11-01,26.62378296,32.75,4.236485583
2015-11-02,27.31544963,33,4.044648678
2015-11-03,26.56919963,35.16666667,5.652818963
2015-11-04,27.04211617,30.79166667,5.123660333
2015-11-05,26.89711654,30.125,9.903299829
2015-11-06,26.93544967,33.45833333,7.033800492
2015-11-07,26.31044975,34.125,6.408710608
2015-11-08,25.76669946,34.625,7.354685962
2015-11-09,26.37461621,35.70833333,7.078955133
2015-11-10,26.41544967,35.41666667,7.149423213
2015-11-11,25.21919963,26.66666667,12.25342329
2015-11-12,25.23211613,25.41666667,12.89341953
2015-11-13,26.83919963,27.04166667,9.208699983
2015-11-14,26.37294954,30.58333333,11.56136813
2015-11-15,26.30711629,26.79166667,9.193595496
2015-11-16,25.43461625,26.41666667,11.26691555
2015-11-17,23.47003283,22.875,10.20546015
2015-11-18,23.17669967,18.375,5.860150304
2015-11-19,24.24836608,17.125,3.197387469
2015-11-20,24.44044963,17.79166667,4.685197203
2015-11-21,24.22169975,19.79166667,3.992190875
2015-11-22,24.70669946,20.29166667,2.868224943
2015-11-23,24.9954495,20.20833333,3.805061174
2015-11-24,25.3716995,19.08333333,7.700680492
2015-11-25,23.90378279,20.20833333,11.44440708
2015-11-26,22.93294975,24.95833333,6.087671079
2015-11-27,23.58961638,30.16666667,8.320672296
2015-11-28,22.29836625,42.16666667,9.595743158
2015-11-29,23.35461613,37.83333333,6.813514313
2015-11-30,23.7316995,36.08333333,7.412144142
2015-12-01,23.65753296,38.41666667,7.461152554
2015-12-02,23.07586613,32.16666667,9.666643071
2015-12-03,21.48794985,30.16666667,10.98720568
2015-12-04,21.95253279,24.375,8.985832254
2015-12-05,22.06003313,22.16666667,4.74070832
2015-12-06,21.8766995,25.91666667,4.986005421
2015-12-07,21.36294963,32.625,5.938257021
2015-12-08,22.48961621,32.45833333,5.412485158
2015-12-09,20.97503292,34.75,11.23615322
2015-12-10,21.73878317,39.5,12.98126418
2015-12-11,22.49044942,37.20833333,8.031011021
2015-12-12,18.91086646,40,8.089280754
2015-12-13,17.99836646,34.625,8.069952667
2015-12-14,16.68461663,28.16666667,10.64252292
2015-12-15,16.60628304,23.25,10.37451359
2015-12-16,17.2379496,22.41666667,4.154197474
2015-12-17,16.53836629,25.625,7.503900042
2015-12-18,16.08836646,25.79166667,10.05588962
2015-12-19,16.45378331,23.66666667,6.895840928
2015-12-20,16.56711667,22.41666667,5.511481883
2015-12-21,16.11961625,23,4.567677417
2015-12-22,16.63253315,27.16666667,3.673943229
2015-12-23,16.67378319,28.16666667,6.995090792
2015-12-24,14.81878327,28.70833333,13.85723298
2015-12-25,14.4946165,24.54166667,11.62731747
2015-12-26,16.61419983,20.16666667,13.44348252
2015-12-27,19.05711658,20.25,12.82169929
2015-12-28,20.63419971,22.08333333,15.20581267
2015-12-29,20.20878308,26.91666667,15.15489592
2015-12-30,19.71044983,24.83333333,7.153915213
2015-12-31,19.17586638,23.875,6.206974708
2016-01-01,19.74086646,18.25,6.453362242
2016-01-02,18.12169975,21.29166667,8.49023445
2016-01-03,18.6046165,21.20833333,10.61212845
2016-01-04,20.33836633,21.875,4.834837833
2016-01-05,21.5033665,27.83333333,6.648986863
2016-01-06,21.32086617,36.25,8.039054225
2016-01-07,22.440033,39.54166667,9.116246321
2016-01-08,20.86378267,41.625,9.648501371
2016-01-09,17.53711673,34.5,13.00770683
2016-01-10,18.37878313,34.58333333,8.971084721
2016-01-11,19.78336646,36.5,5.127515183
2016-01-12,19.04336646,42.33333333,10.59141677
2016-01-13,18.63378321,44.375,6.157491279
2016-01-14,18.0462831,51.5,5.158438036
2016-01-15,17.88919977,51.25,9.111700829
2016-01-16,16.75336644,44.75,9.55464595
2016-01-17,17.26503317,39.91666667,1.708315973
2016-01-18,16.71711656,38,3.153089116
2016-01-19,16.44961669,42.45833333,5.900525738
2016-01-20,16.22711656,51.33333333,7.088904008
2016-01-21,15.69586673,37.5,8.5452812
2016-01-22,15.63253331,30.25,7.663275875
2016-01-23,15.98836656,29.91666667,5.610838458
2016-01-24,15.64795002,32.08333333,5.244879313
2016-01-25,15.08878311,33.95833333,5.857680825
2016-01-26,17.28961658,30.29166667,5.013990528
2016-01-27,18.43378313,31.875,5.60481429
2016-01-28,19.51128315,33.625,7.618692396
2016-01-29,21.59169954,33.125,6.269592186
2016-01-30,20.85253292,41.125,9.650175083
2016-01-31,19.91461629,42.16666667,12.169049
2016-02-01,17.79711642,31.58333333,12.31050564
2016-02-02,16.82878352,25.875,9.792434071
2016-02-03,16.48378321,26.5,14.05839723
2016-02-04,17.1700332,26.75,11.52565059
2016-02-05,18.9225331,25.16666667,5.529717829
2016-02-06,19.63044965,29.58333333,8.467616013
2016-02-07,17.41544971,59.75,20.00724329
2016-02-08,17.02836652,54.08333333,6.890795663
