PM10 Delhi,12:00:00 AM,1:00:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,5:00:00 AM,6:00:00 AM,7:00:00 AM,8:00:00 AM,9:00:00 AM,10:00:00 AM,11:00:00 AM,12:00:00 PM,1:00:00 PM,2:00:00 PM,3:00:00 PM,4:00:00 PM,5:00:00 PM,6:00:00 PM,7:00:00 PM,8:00:00 PM,9:00:00 PM,10:00:00 PM,11:00:00 PM
4/23/2019,354.97,346.72,350.85,351.16,336.68,331.65,326.71,346.86,382.35,392.17,355.73,255.1,160.79,153.49,150.94,144.78,151.22,149.12,154.81,175.75,242.73,333.64,371.43,335.06
4/24/2019,293.97,298.95,267.57,234.35,218.15,205.28,211.31,230.7,259.55,281.06,307.18,293.05,276.22,258.86,233.89,220.4,210.45,202.65,198.72,216.05,277.65,344.2,381.5,380.29
4/25/2019,382.76,358.77,317.65,291.24,264.98,252.01,239.45,231.08,242.21,250.6,263.76,270.91,289.5,292.26,270.31,245.73,236.22,298.52,429.1,351.45,270.82,196.28,171.97,167.86
4/26/2019,172.8,189.05,204.71,209.97,224.07,221.11,221.93,235.06,278.39,305.67,288.33,238.92,229.58,235.04,218.57,204.05,204.51,212.06,221.07,227.95,265.71,325.88,356.04,370.63
4/27/2019,363.06,339.91,312.19,269.52,229.81,201.71,180.36,206.22,260.4,293.46,276.52,263.66,285.18,327.17,398.71,462.6,397.48,327.77,298.34,272.21,283.73,323.72,333.62,336.22
4/28/2019,322.85,317.79,291.19,268.44,247.62,243.15,250.22,265.36,296.4,314.66,306.09,301.91,304.99,311.23,289.91,278.67,256.29,231.52,218.58,223.36,280.87,342.61,354.33,339.47
4/29/2019,337.28,327.97,301.48,263.65,237.19,228,235,274.66,347.36,389.12,368.45,324.56,250.84,207.17,177.9,172.61,177.05,182.33,185.21,206.65,268.18,334.69,395.26,403.27
4/30/2019,364.6,329.53,290.19,257.89,226.46,230.62,255.86,280.09,330.96,352.75,325.34,297.19,281.02,260.97,262.23,251.46,218.16,189.25,195.35,254.15,300.82,329.02,366.16,369.02
5/1/2019,358.86,366.96,372.97,347.85,319.41,318.61,320.81,323.08,302.97,300.05,333.31,361.13,360.11,363.15,348.7,303.87,230.3,217.93,223.09,238.16,316.76,391.66,396.89,358.76
5/2/2019,346.46,347.47,376.29,356.29,274.95,216.13,200.93,186.1,182.34,196.86,241.04,299.55,344.08,360.69,365.72,351.32,325.72,304.88,345.88,348.09,306.33,163.95,175.45,171.5
5/3/2019,207.01,121.65,89.88,74.17,81.94,95.33,112.23,142.63,199.78,221.97,203,179.03,163.68,159.99,151.5,139.16,140.73,142.66,162.8,232.07,207.66,92.12,109.15,148.28
5/4/2019,184.83,209.28,225.25,208.2,195.94,197.03,203.05,236.04,253.82,265.96,241.77,202.48,176.24,168.2,146.3,141.93,146.23,150.77,150.68,140.15,163.91,213.28,231.71,271.92
5/5/2019,302.74,322.41,295.75,260.05,292.09,297.72,260.54,265.52,344.69,355.93,320.22,247.89,196.78,162.33,158.87,150.25,142.98,143.36,159.56,183.24,210.89,261.29,305.43,358.79
5/6/2019,368.44,372.85,355.37,350.02,355.28,337.28,331.62,336.26,331.66,307.55,306.77,337.43,325.09,274.12,222.46,191.06,185.8,172.97,170.43,184.68,220.4,310.17,351.34,401.19
5/7/2019,413.28,410.33,363.27,344.35,334.09,369.94,381.83,374.95,399.98,359.35,313.99,361.06,378.62,379.86,371.38,384.43,484.12,490.62,368.08,309.75,299.43,359.66,406.24,434.74
5/8/2019,458.38,479.03,471.36,455.67,441.55,439.42,430.42,409.16,433.46,472.4,488.79,541.4,504.35,468.53,407.72,347.2,298.9,273.17,258.17,274.11,326.27,388.39,428.42,469.3
5/9/2019,491.39,496.32,489.3,476.13,441.14,387.2,365.44,335.29,314.05,355.83,529.96,639.85,607.01,585.11,504.84,379.88,265.25,228.61,224.39,258.65,321.4,377.45,429.03,449.16
5/10/2019,476.66,463.33,405.94,388.47,376.27,324.59,258.25,253.97,307.05,358.18,348.01,316.29,276.61,244.05,219.06,204.19,200.61,198.39,200.48,238.19,494.17,513.73,351.74,272.25
5/11/2019,243.4,255.55,307.95,301.79,296.05,284.99,293.22,322.75,381.55,381.05,349.49,305.46,239.75,232.39,229.29,208.46,193.35,199.74,230.66,254.56,311.52,350.45,378.37,385.4
5/12/2019,381.19,397.04,412.08,378.03,373.89,426.21,609.81,1000,1000,924,874.67,823.66,784.66,673.92,494.75,344.66,237.16,199.47,219.86,240.94,272.28,306.44,333.57,370.39
5/13/2019,385.53,401.05,398.6,371.4,375.68,404.64,421.93,446.52,501.6,546.14,522.71,487.28,369.31,272,223.63,214.74,221.81,233.85,337.7,440.72,241.98,177.8,236.04,198.1
5/14/2019,99.23,79.6,67.03,68.04,69.92,77.28,99.89,118.17,127.03,127.1,129.74,129.73,127.41,121.64,123.73,126.99,125.38,115.14,120.25,127.55,152,185.87,218.27,245.61
5/15/2019,274.21,265.77,272.98,284.72,276.63,250.45,253.08,266.81,275.23,223.93,142.88,96.64,98.52,109.04,108.26,95.88,96.1,100.11,105.89,120.54,150.57,201.42,248.92,266.37
5/16/2019,251.2,236.04,230.31,237.22,237.59,249.79,371.6,568.69,350.29,139.83,119.17,134.53,140.33,142.46,173.51,176.31,142.57,117.65,125.96,145.43,171.57,209.6,266.57,302.91
5/17/2019,324.11,317.84,305.64,286.96,277.1,261.72,290.66,426.81,669.11,634.62,705.14,676.62,545.87,380.54,260.03,200.5,191.06,171.75,100.16,92.09,100.15,102.86,157.69,114.56
5/18/2019,41.79,64.93,84.95,65.29,99.43,111.6,121.59,132.11,149.86,154.61,101.68,84.23,78.09,87.79,90.06,95.64,97.6,96.77,100.87,104.67,119.66,141.88,158.8,172.37
5/19/2019,173.3,180.68,196.07,199.82,200.45,204.04,205.55,200.78,201.12,182.2,149.25,139.51,131.3,123.83,114.34,112.45,106.43,103.75,100.54,106.87,136.97,188.59,211,239.15
5/20/2019,253.34,267.88,247.5,241.25,246.23,247.88,271.47,314.29,326.11,299.66,269.17,242.12,192.93,166.57,148.46,137.39,132.29,128.18,122.59,134.28,168.77,208.65,246.9,235.34
5/21/2019,212.24,218.29,218.57,225.46,233.69,234.5,243.91,266.3,293.48,275.08,234.01,215.15,184.68,153.59,136.41,127.24,122.13,118.87,122.67,137.74,169.28,189.65,175.99,161.03
5/22/2019,175.67,164.9,146.35,150.4,162.99,155.02,161.65,187.68,205.48,186.34,195.24,243.09,263.39,248.6,214.4,199.7,163.78,156.83,160.39,177.22,224.71,267.93,321.58,297.06
5/23/2019,266.77,261.96,254.42,250.31,249.19,251.49,270.43,301.02,333.79,321.69,272.98,248.32,247.14,224.11,206.73,186.62,179.74,179.78,192.53,298.47,297.19,59.45,70.72,95.25
5/24/2019,103.1,95.64,84.43,83.28,93.76,105.62,122.96,142.88,162.54,166.36,177.26,162.81,165.67,124.21,90.99,75.11,76.69,81.07,84.91,91.17,102.9,123.94,146.32,160.24
5/25/2019,163.46,146.47,139.78,135.14,133.57,95.73,96.09,142.63,122.81,125.64,130.68,119.93,105.27,96.73,95.41,92.65,95.07,89.34,91.43,94.9,108.1,134.52,147.85,144.31
5/26/2019,138.18,133.05,127.24,136,139.11,137.74,152.31,175.3,218.98,205.79,157.48,119.33,107.12,94.75,86.01,84.28,89.88,92.27,95.38,102.95,126.3,163.97,194.28,200.17
5/27/2019,202.98,195.03,187.98,179.2,169.08,170.36,186.07,226.2,262.21,253.95,220.5,191.15,161.66,138.99,123.13,118.32,110.91,105.38,107.12,107.47,130.27,177.69,203.57,215.05
5/28/2019,227.26,231.6,219.62,196.92,179.12,184.81,212.6,259.47,287.76,255.95,208.85,156.4,107.52,97.85,103.72,103.81,119.35,134.14,138.58,131.28,151.75,202.38,246.53,253.31
5/29/2019,250.7,249.98,226.54,204.89,201.38,211.19,227.95,247.77,271.53,262.75,225.37,193.78,162.79,136.48,130.01,119.22,118.55,125.75,131.23,142.82,178.2,263.95,289.3,293.78
5/30/2019,311.79,311.64,295.65,285.16,284.86,283.08,292.4,310.02,334.88,307.42,269.35,239.6,203.25,172.06,159.89,154.87,151.09,137.95,135.31,143.29,194.5,282.81,319.25,325.02
5/31/2019,305.46,309.14,314.02,356.14,372.9,389.97,371.64,361.88,377.77,406.19,414.53,412.05,382.23,353.18,319.78,279.61,259.52,229.66,223.24,256.72,302.4,362.61,378.75,367.12
6/1/2019,379.99,393.27,370.98,320.73,259.65,258.56,282.06,314.18,348.11,352.98,332.39,291.9,281.74,278.67,272.21,266.19,257.42,259.69,261.16,265.6,271.91,280.95,283.39,276.64
6/2/2019,280.06,263.22,220.25,202.18,192.44,176.84,170.59,176.1,190.66,205.24,218.54,219.3,219.01,215.83,210.41,206.56,205.32,209.27,215.46,233.07,254.26,267.48,263.12,259.7
6/3/2019,231.88,191.46,174.6,173.6,177.28,193.45,246.41,325.06,405.47,467.37,480.01,473.94,453.36,435.63,413.77,378.12,342.14,298.48,263.91,251.94,231.78,219.23,210.59,177.37
6/4/2019,156.23,137.67,123.99,107.18,130.21,180.52,152.06,129.53,120.58,138.8,162.08,185.19,185.56,185.93,183.09,172.59,167.63,171.16,176.59,189,213.58,243.27,258.68,246.86
6/5/2019,230.8,215.25,210.82,217.23,200.75,183.34,167.22,174.98,194.21,201.83,210.15,213.83,203.12,193.48,189.63,184.88,177.49,173.95,174.56,179.12,204.41,253.58,305.36,349.36
6/6/2019,345.66,257.7,184.14,168.22,169.94,178.38,192.33,229.71,276.81,296.17,256.01,215.76,184.94,182.83,192.32,199.86,205.17,239.26,281.85,319.9,419.51,315.66,217.11,145.52
6/7/2019,116.92,96.69,86.39,74.82,67.68,71.54,83,103.88,117.68,134.05,165.12,184.97,198.5,202.38,208.98,221.09,211.61,197.26,176.75,162.16,172.58,186.99,203.9,212.49
6/8/2019,208.94,204.45,190.6,170.95,160.05,166.87,177.77,202.82,213.72,194.37,178.21,171.08,144.76,123.9,126.2,133.04,142.83,148.59,149.79,159.03,193.23,264.75,322.57,354.45
6/9/2019,334.16,330.16,299.3,270.01,262.07,248.58,257.21,293.52,333.98,371.13,411.16,405.59,319.75,219.8,167.32,146.78,148.46,147.05,141.5,148.37,188.08,259.04,313.42,346.38
6/10/2019,333.99,318.18,284.81,247.46,223.7,205.13,204.18,229.51,269.48,256.41,250.15,245.21,182.43,172.72,172.67,166.14,185.55,189.88,178.68,173.49,203.66,255.44,315.83,339.04
6/11/2019,355.34,340.7,317.17,381.48,624.18,711.03,787.88,830.5,834.09,786.94,767.09,829.95,736.05,538.97,299.36,195.99,244.91,281.21,233.84,231.96,263.48,348.74,380.62,385.09
6/12/2019,391.67,364.01,332.39,290.39,177.36,122.84,100.73,149.37,248.86,303.64,292.93,325.09,287.54,254.64,198.59,173.67,160.22,152.79,156.32,180.25,345.19,278.07,162.33,332.12
6/13/2019,382.72,270.03,192.99,167.7,161,154.04,161.21,183.05,223.01,236.56,206.88,173.34,152.29,135.59,111.26,108.23,124.53,145.68,165.66,176.87,209.04,239.53,246.97,224.27
6/14/2019,165.14,156.63,166.8,142.29,122.77,122.95,135.16,154.71,188.05,204.74,216.52,218.95,208.08,193.34,193.92,198.3,194.9,196.59,177.12,168.93,187.45,242.85,279.9,280.84
6/15/2019,283.52,285.43,260.16,271.46,251.84,247.49,229.36,247.52,298.91,312.66,299.49,267.9,256.33,269.01,305.43,322.49,306.24,276,254.2,240.22,251.07,293.15,309.45,252.93
6/16/2019,225.02,250.18,380.9,374.5,314.47,114.12,87.83,81.5,93.25,120.4,184.09,247.74,94.79,82.79,79.64,81.27,92.23,97.8,111.09,136.74,186.38,178.83,127.5,119.98
6/17/2019,115.71,128.27,134.07,114.79,96.34,88.84,93.83,108.43,126.1,153.32,181.06,200.94,165.8,132.51,152.31,107.11,104.1,121.28,128.06,116.45,138.34,152.77,200.21,229.35
6/18/2019,164.22,89.89,73.22,52.83,58.78,32.69,33.41,39.71,45.07,58.25,58.74,66.01,65.98,74.12,78.17,69.38,66.82,75.35,84.88,100.74,117.46,141.65,179.84,201.43
6/19/2019,216.58,214.88,214.99,213.25,203.37,198.41,197.46,208.21,220.35,229.02,248.5,256.76,279.37,285.77,289.22,288.5,279.67,272.09,271.55,233.85,173.71,137.06,118.43,102.92
6/20/2019,80.87,65.41,61.2,54.35,53.83,58.36,67.48,78.14,101.4,113.32,121.34,132.3,132.31,141.02,139.44,132.84,137.49,141.49,139.45,163.08,209.29,307.59,305.05,204.14
6/21/2019,212.84,225.31,222.28,208.88,189.31,175.38,181.15,196.04,215.26,201.68,195.92,177.83,180.18,176.84,165.22,163.31,184.95,159.81,140.79,146.22,168.96,208,213.24,206.46
6/22/2019,183.52,177.01,175.08,174.63,169.27,173.13,187.14,218.53,237.37,224.69,189.02,165.55,147.94,146.44,145.35,137.63,130.72,129.02,138.43,154.32,175.37,205.19,234.61,232
6/23/2019,205.77,155.87,120.31,104.76,113.98,116.53,105.96,96.49,94.29,103.18,113.67,113.1,109.28,110.27,108.99,102.95,99.49,97.66,105.66,122.84,135.15,144.71,182.55,263.48
6/24/2019,145.32,78.4,46.65,32.43,31.97,34.08,36.84,47.61,54.04,60.71,75.2,92.26,101.68,113.47,134.52,164.48,126.94,113.07,93.78,91.19,90.25,94.33,98.98,98.08
6/25/2019,94.21,85.05,74.84,63.79,61.63,61.17,74.51,97.94,108.08,115.09,124.34,128.35,131.31,134.16,135.32,131.06,125.39,128.7,140.6,147.8,163.15,185,188.46,179.58
6/26/2019,170.49,158.48,149.39,153.06,150.37,125.39,129.24,147.66,176.48,202.6,212.81,192.94,165.21,150.39,138.34,137.22,134.83,131.4,122.29,129.99,145.61,167.59,174.47,175.46
6/27/2019,154.33,142.63,134.07,134.09,139.23,150.52,175.22,222.06,252.27,287.93,339.64,347.86,377.2,473.56,272.88,170.43,189.08,219.83,226.9,223.88,209.8,220.08,235.21,244.93
6/28/2019,251.78,258.26,244.46,235.88,235.01,238.5,259.43,290.88,300.18,275.44,271.7,218.35,176.72,156.25,128.46,128.63,187.35,264,254.71,243.86,247.75,279.71,294.88,297.35
6/29/2019,269.55,270.15,323.4,365.34,391.44,367.57,319.9,263.09,224.85,201.78,204.58,213.78,225.3,239.09,248.22,248.8,260.63,256.14,243.22,232.19,270.59,274.7,291.66,304.55
6/30/2019,304.08,319.02,308.7,291.3,282.98,282.63,289.13,357.66,391.59,173.15,159.74,217.4,241.75,230.94,231.57,288.73,358.03,213.74,255.11,278.57,273.23,293.6,263.05,175.13
7/1/2019,172.17,178.22,173.62,155.82,140.6,131.73,139.65,153.02,145.68,157.5,174.01,187.62,205.21,219.02,225.26,208.94,194.38,187.38,192.48,202.96,229.47,256.48,273.41,239
7/2/2019,191.38,179.42,181.63,182.95,231.04,393.24,361.31,290.1,274.04,266.88,238.23,234.46,242.25,253.77,256.16,248.32,240.95,223.86,212.16,192.6,183.69,183.06,174.65,161.95
7/3/2019,138.33,122.98,113.38,119,125.85,130.37,127.46,129.56,135.81,144.86,141.46,140.52,122.87,108.05,90.62,76.68,71.32,70.99,82.64,95.35,105.24,113.7,119.57,107.59
7/4/2019,96.89,91.97,88.01,91.54,96.42,90.63,87.48,92.92,104.93,101.81,98.44,104.79,106.01,110.28,102.34,82.51,57.61,54.03,53.13,56.73,64.64,76.66,91.6,105.84
7/5/2019,119.66,113.56,99.52,84.92,93.5,110.94,120.52,121.43,124.95,142.99,142.37,126.14,114.34,107.94,85.18,81.18,89.85,88.26,71.86,69.16,69.78,71.18,73.54,76.73
7/6/2019,75.35,72.04,67.92,68.06,67.29,69.81,71.98,86.2,107.37,117.99,111.96,107.72,112.98,118.05,96.65,87.88,88.64,82.31,80.58,89.23,92.28,86.17,71.19,70.47
7/7/2019,74.59,74.09,78.23,54.1,54.11,57.3,62.04,82.48,92.44,93.51,102.13,115.47,111.5,97.04,93.09,89.46,82.28,86.51,98.81,111.32,107.97,123.87,132.32,128.29
7/8/2019,144.14,144.98,142.95,137.82,131.83,130.87,122.91,128.3,150.5,165.78,173.64,172.84,171.96,177.98,163.14,139.26,120.9,158.6,143.52,140.16,148.59,150.87,154.31,155.15
7/9/2019,141.68,137.67,127.55,123.75,114.82,99.79,86.86,85.77,100.05,120.53,127.26,141.21,162.51,174.22,183.24,172.24,144.53,118.63,104.89,106.77,120.77,131,135.67,125.09
7/10/2019,105.69,98.95,97.75,92.67,89.2,92.23,120.88,112.89,129.57,141.94,156.08,178.97,230.64,300.71,386.28,454.48,494.47,484.92,509.67,552.37,546.66,484.06,427.43,400.47
7/11/2019,384,373.57,317.54,226.2,184.12,164.18,154.72,167.69,192.95,239.71,318.34,503.12,546.34,499.81,511.82,536.33,549.15,538.27,479.5,438.25,378.78,301.29,239.58,208.96
7/12/2019,198.58,186.44,165.78,156.46,153.1,146.67,148.14,173.14,225.12,289.01,377.58,486.8,574.61,623.06,663.35,664.33,604.97,492.73,416.56,386.34,391.67,387.52,399.75,417.12
7/13/2019,396.45,377,319.18,209.55,130.85,119.7,129.24,140.46,160.34,204.01,333.86,510.5,521.41,447.39,420.4,396.91,360.12,338.08,299.9,266.69,271.49,267.14,230.36,211.42
7/14/2019,239.51,265.76,250.65,237.74,230.56,201.65,156.81,166.94,213.46,286.09,407.13,418.03,348.33,304.42,329.63,365.79,386.38,366.31,309.36,315.04,294.64,263.26,222.82,163.53
7/15/2019,120.39,93.52,75.89,68.16,66.34,63.66,58.52,59.68,65.98,87.99,111.92,154.4,227.64,326.28,376.28,313.66,302.99,265.82,41.36,60.2,86.59,95.62,91.02,90.09
7/16/2019,99.84,100.81,81.21,66.59,63.96,67.38,65.07,69.53,63.13,56.63,59.24,72.07,78.96,94.13,107.01,107.23,97.7,78.48,71.51,74.88,77,80.11,83.27,85.55
7/17/2019,90.3,91.2,80.12,80.01,75.16,59.33,52.67,52.72,39.16,19.21,23.57,33.68,38.88,47.78,58.7,72.81,74.57,77.8,80.76,79.04,79.75,89.91,104.27,124.06
7/18/2019,141.3,157.69,154.43,105.96,40.89,23.69,24.29,25.84,36.28,39.22,37.93,34.27,33.01,37.44,49.75,64.91,85.76,91.76,96.83,99.38,101.66,113.61,130.66,147.24
7/19/2019,162.95,161.97,149.93,143.71,135.69,130.12,135.72,153.38,191.72,213.95,172.03,135.34,129.81,131.13,131.95,140.24,147.89,151.35,160.79,171.83,179.87,197.9,196.1,173.84
7/20/2019,167.32,162.77,145.99,136.47,126.24,118.11,110.27,109.75,123.76,135.72,136.59,134.55,121.16,117.22,100.22,61.53,58.86,86.07,94.07,89.78,89.49,111.68,135.75,154.73
7/21/2019,159.95,161.4,163,157,138.32,113.48,97.54,92.47,99.26,101.08,102.29,105.47,110.54,112.04,111.98,118.49,113.62,47.29,28.86,40.7,62.8,80.3,97.5,117.91
7/22/2019,124.13,130.36,129.52,124.87,122.06,120.06,116.51,120.79,131,140.81,133.31,127.19,116.93,111.59,108.91,111.71,114.05,86.65,66.68,96.26,110.83,129.37,141.44,156.76
7/23/2019,169.16,185.14,193.39,183.86,161.32,164.81,153.84,154.43,165.44,176.56,158.16,137.43,124.57,118.55,123.37,123.67,121.84,112.73,109.69,117.99,142,176.61,197.88,222.63
7/24/2019,233.45,242.8,218.08,207.74,217.89,217.43,219.1,170.76,101.19,136.68,166.2,193.47,191.32,167.42,149.11,133.87,124.92,128.42,161.1,136.84,65.59,60.37,59.68,62.97
7/25/2019,60.39,56.82,47.02,39.73,36.76,35.74,36.61,45.73,56.65,76.63,83.29,85.22,91.93,96.95,79.31,64.56,56.52,45.7,47.93,58.2,68.46,78.71,85.35,89.97
7/26/2019,92.16,90.77,84.46,81.91,81.57,79.74,81.95,70.17,61.26,59.72,64.97,70.68,77.35,70.45,68.74,55.51,24.41,26.73,39.13,41.04,37.67,37.92,33.7,38.21
7/27/2019,35.21,37.79,34.31,31.38,33.76,40.62,45.17,38.84,43.81,43.48,51.44,52.49,53.16,56.67,49.57,34.2,42.55,33.31,25.45,35.9,50.8,67.21,75.13,68.83
7/28/2019,59.49,58.93,52.89,38.18,31.52,31.96,33.16,36.87,38.45,41.22,38.97,42.4,49.76,48.7,45.72,46.28,48.98,46.98,41.9,39.06,42.2,50.7,68.75,79.21
7/29/2019,88.74,81.65,70.36,57.66,46.96,41.2,39.19,41.14,50.12,56.42,54.92,59.23,63.53,65.68,63.29,59.12,56.31,56.62,60.53,66.98,77.09,87.27,99.31,96.74
7/30/2019,98.69,93.89,82.01,74.7,73.25,70.45,71.02,94.95,70.83,69.81,70.46,77.94,82.24,87.9,72.86,68.21,74.24,75.28,75.65,78.63,98.6,109.41,114.5,102.03
7/31/2019,88.36,75.57,62.48,60.71,57.33,51.14,50.45,50.14,54.49,68.32,83.18,88.43,85.69,82.55,75.35,79.08,84.05,78.69,80.6,84.84,88.27,103.95,104.7,101.63
8/1/2019,104.7,99.22,85.72,79.66,75.31,72.19,76.33,79.36,89.71,100.9,103.55,92.77,89.45,91.49,79.67,80.44,81.8,73.22,70.93,69.91,80.23,93.56,97.16,94.08
8/2/2019,87.2,81.81,76.9,69,66.46,66.64,65.3,69.66,81.62,97.62,115.67,99.01,105.26,107.92,93.51,60.79,52.61,60.11,72.98,86.67,88.28,103.47,99.02,100.26
8/3/2019,106.34,92.6,82.55,76.81,81.19,81.1,74.92,75.4,91.59,110.67,89,81.31,72.17,67.54,78.13,78.19,60.47,49.83,53.76,68.77,79.83,85.91,93.56,96.69
8/4/2019,95.76,88.6,90.25,86.73,82.82,76.25,74.93,72.32,69.12,72.03,80.46,97.78,108.15,107.05,105.06,96.88,78.78,61.12,63.12,77.34,88.59,98.06,116.64,127.74
8/5/2019,129.11,134.23,110.93,94.59,87.7,93.91,97.78,99.53,104.8,112.17,118.99,110.42,101.5,108.98,127.17,112.78,95.19,78.72,75.59,85.61,102.1,114.12,113.51,109.71
8/6/2019,95.69,82.15,78.62,79.89,81.42,81.9,84.51,86.66,83.21,58.94,34.05,23.05,13.91,17.41,24.31,30.42,42.35,39.27,39.53,44.44,51.63,61.81,67.8,72.58
8/7/2019,78.32,81.28,77.74,76.08,74.96,71.54,75.55,80.57,98.77,108.26,103.73,82.72,67.96,63.56,52.41,46.08,47.68,46.93,49.38,53.66,61.9,77.74,86.19,88.43
8/8/2019,88.61,74.15,58.51,62.59,55.79,66.14,70.43,79.14,103.22,109.75,99.19,87.24,84.09,70.17,60.38,53.49,57.99,66.36,69.26,71.4,92.38,109.78,123.62,111.66
8/9/2019,87.01,74.44,58.74,42.91,43.73,43.78,51.34,40.7,41.61,57.21,72.9,79.21,83.63,85.5,71.19,67.32,72.17,61.64,49.11,52.55,59.62,63.74,62.99,52.28
8/10/2019,43.95,37.86,32.53,31.15,34.45,37.6,37.6,35.15,32.38,37.3,52.12,51.72,63.09,60.53,52.53,50.31,47.47,45.9,49.23,59.06,57.45,62.9,65.55,68.15
8/11/2019,64.12,61.3,59.91,70.28,71.97,73.69,70.08,68.42,68.78,63.64,57.42,60.95,70.54,77.13,80.72,70.05,76.11,62.16,57.15,66.7,63.91,68.38,68.04,60.26
8/12/2019,56.17,52.36,48.04,44.65,40.26,34.62,34.73,37.3,41.51,43.5,45.1,47.09,36.36,44.75,55.57,57.99,56.77,52.61,42.55,55.51,70.78,90.64,93.06,64
8/13/2019,46.55,45.88,39.41,32.9,34.49,40.24,43.77,46.04,64.22,79.27,80.34,81.91,80.01,80.4,82.92,77.03,54.59,47.33,45.34,41.59,43.06,51.12,59.2,50.63
8/14/2019,46.83,45.2,33.38,19.22,12.13,11.61,14.32,24.71,32.52,43.54,54.5,64.4,77.26,93.9,82.46,69.31,64.47,72.8,78.34,80.21,81.37,87.88,101.47,108.72
8/15/2019,110.65,110.06,111.17,103.3,98.32,85.88,60.78,21.89,20.35,29.18,37.03,38.43,34.63,38.09,40.07,39.75,37.84,37.92,38.72,42.27,51.15,57.33,54.81,51.07
8/16/2019,44.8,32.33,26.07,24.87,26.48,28.85,28.1,32.39,37.93,45.44,46.04,48.11,46.68,47.48,44.19,39.71,38.15,31.67,26.8,34.72,32.12,38.74,43.05,45.77
8/17/2019,36.99,30.03,24.67,25.85,21.47,18.38,17.76,10.03,13.66,11.8,13,14.23,17.77,23.65,28.27,25.79,19.3,16.62,16.56,19.07,15.75,16.63,15.96,14.95
8/18/2019,12.65,10.81,9.76,8.38,11.32,11.45,14.04,16.6,15.72,14,19.48,22.18,23.03,27.73,32.79,34.06,32.9,30.69,33.42,46.37,56.79,69.15,83.4,94.02
8/19/2019,97.33,99.7,93.9,89.1,89.01,86.16,89.32,92.06,99.85,101.2,94.74,73.61,64.9,63.24,65.62,68.16,63.27,66.93,66.42,68.98,85.1,106.28,122.21,119.98
8/20/2019,120.28,133.71,128.23,113.24,106.76,103.16,95.63,93.77,98,95.82,96.24,100.99,89.26,73.53,60.11,56.09,66.53,70.52,74.38,82.1,94.59,113.12,113.88,117.1
8/21/2019,117.14,119.08,112.54,101.78,103.05,106.43,112.82,116.74,132.27,141.56,143.89,147.5,149.02,140.02,136.33,132.96,132.54,128.81,124.29,120.7,127.79,143.9,155.43,160.39
8/22/2019,157.44,143.77,128.15,128.44,123.52,104.97,83.3,90.42,114.91,138.08,134.73,143.25,139.74,131.95,121.18,122.73,117.56,74.19,104.28,134.43,156.55,179.96,180.82,177.29
8/23/2019,167.9,152.93,145.8,141.37,134,125.66,116.72,124.44,154.34,172.4,154.03,146.73,143.95,136.16,138.48,134.41,130.24,112.94,109.42,103.86,115.21,161.45,196.34,207.42
8/24/2019,204.37,199.73,178.4,169.6,158.85,144.61,150.01,161.4,169.11,186.93,197.08,188.93,167.6,141.16,119.45,113.36,118.43,112.66,93.38,108.23,133.89,134.38,131.3,112.92
8/25/2019,95.02,85.63,75.91,76.98,78.42,75.54,75.23,73.99,70.11,67.02,68.11,68.42,69.9,79.02,76.74,75.9,80.07,68.95,32.25,38.13,42.75,51.37,53.83,48.33
8/26/2019,56.47,55.11,49.37,53.98,55.29,56.19,53.86,53.93,68.26,66.77,62.15,63.97,62.43,63.32,63.75,57.08,59.25,53.47,62.85,73.06,87.12,114.22,121.39,132.87
8/27/2019,129.39,121.42,107.76,100.26,93.72,92.13,97.15,120.77,140.34,144.19,104.03,85.57,82.92,90.2,87.75,84.8,77.87,75.79,77.28,85.67,119.87,152.81,166.5,153.55
8/28/2019,145.69,135.89,121.64,118.39,109.73,115.16,115.24,116.66,126.34,126.91,99.72,91.31,77.46,76.74,81.46,74.28,67.55,70.74,73.15,82.06,96.23,109.5,125.39,115.12
8/29/2019,101.86,101.06,98.16,91.01,79.4,80.17,71.86,78.39,101,107.15,95.45,92.76,85.72,80.73,83.35,84.05,84.62,80.32,81.08,88.32,104.86,107.8,104.7,83.16
8/30/2019,76.69,75.38,72.89,72.71,81.29,75.93,70.84,82.68,105.94,120.2,132.54,121.95,118.89,108.82,105.89,106.62,109.95,110.82,117.31,118.18,127.12,134.22,144.76,144.73
8/31/2019,140.07,135.6,119.11,104.56,92.65,95.43,98.85,100.19,113.6,117.84,116.72,109.19,112.46,122.67,112.81,91.25,80.94,102.26,118.93,131.66,150.6,173.59,202.23,214.33
9/1/2019,209.36,204.84,168.02,111.14,91,84.77,74.79,67.39,52.61,34.1,26.12,36.8,46.04,51.45,51.17,48.79,51.87,57.31,63.18,67.6,81.95,98.03,89.47,86.85
9/2/2019,84.49,79.53,68.56,57.64,61.02,56.82,58.85,69.81,82.09,96.32,96.76,104.11,116.37,130.01,116.08,116.5,113.4,112.52,107.46,124.51,139.22,144.41,152.68,153.74
9/3/2019,145.07,128.24,125.58,120.35,115.98,122.17,127.97,135.19,149.5,154.91,142.63,130.61,137.15,140.83,133.51,127.49,119.17,118.04,134.44,152.91,189.05,215.18,194.57,184.79
