PM10 Delhi,12:00:00 AM,1:00:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,5:00:00 AM,6:00:00 AM,7:00:00 AM,8:00:00 AM,9:00:00 AM,10:00:00 AM,11:00:00 AM,12:00:00 PM,1:00:00 PM,2:00:00 PM,3:00:00 PM,4:00:00 PM,5:00:00 PM,6:00:00 PM,7:00:00 PM,8:00:00 PM,9:00:00 PM,10:00:00 PM,11:00:00 PM
11/6/2015,173.4,170.38,122.48,131.88,100.77,128.37,98.72,109.16,156.73,188.12,203.52,242.16,236.1,235.89,227.78,210.95,236.94,352,467.24,494.19,467.06,424.21,519.3,543.66
11/7/2015,446.36,457.89,540.09,524.63,499.06,523.76,541.93,560.28,480.78,554.02,655.82,601.36,473.45,423.42,514.06,508.22,500.31,420.34,448.68,453.17,449.57,452.19,444.88,444.41
11/8/2015,476.45,491.76,385,369.04,351.66,331.46,328.58,340.29,352.86,369.38,386.12,459.53,451.36,432.8,329,298.94,293.07,295.85,289.42,318.43,289.04,302.23,299.48,324.38
11/9/2015,330.28,341.62,339.41,344.45,366.11,364.44,363.44,368.95,385.22,386.51,436.81,345.79,309.86,281.71,274.2,287.36,287.52,286.73,249.4,306.32,453.16,529.04,549.87,552.53
11/10/2015,554.09,545.4,533.92,507.28,503.89,491.13,485.39,474.82,480.47,456.22,448.36,372.7,386.74,363.6,350.63,344.35,363.95,366.41,395.08,354.96,445.46,500.45,587.32,558.47
11/11/2015,670.28,624.45,583.07,516.28,489.27,424.32,459.35,421.72,453.65,364.15,359.1,313.17,319.2,258.17,213.92,255.9,235.01,224.3,215.78,263.46,355.06,530.73,639.39,614.78
11/12/2015,428.1,593.69,606.66,548.02,419.83,390.48,382.43,425.39,379.88,376.91,385.28,366.92,328.26,297.63,268.27,274.35,231.33,243.11,282.85,354.12,431.99,467.12,514.17,558.93
11/13/2015,604.24,610.16,555.68,560.59,518.21,492.43,465.71,483.78,474.53,376.45,423.37,602.62,633.64,540.3,404.59,368.29,410.46,422.45,392.27,307.36,339.41,399.32,429,450.3
11/14/2015,447.37,494.01,475.14,471.99,494.86,500.73,513.67,376.31,385.92,477.29,479.15,437.68,370.23,307.46,297.47,280.3,250.92,224.56,284.71,236.13,275.02,329.46,335.23,311.9
11/15/2015,315.21,311.23,438.5,422.36,419.14,312.25,322,294.94,326.97,359.59,496.96,376.59,345.63,321.38,308.61,298.36,232.01,236.27,228.23,345.04,315.3,383.22,428.55,372.7
11/16/2015,399.54,362.53,351.95,342.14,338.01,387.07,349.65,284.25,329.93,418.14,388.79,377.26,324.65,326.3,315.37,307.71,272.15,227.42,256.43,276.19,367.53,204.61,258.7,299.06
11/17/2015,319.49,363.42,304.15,263.42,260.33,223.76,220.58,220.94,262.74,340.49,353.5,282.85,285.06,273.93,231.5,193.88,184.26,169.99,224.65,304.19,357.02,356.13,369.14,365.84
11/18/2015,369.04,351.78,309.8,373.09,274.74,412.65,401.95,388.61,408.95,430.44,415.24,474.34,404.96,441.23,235.59,227.53,246.99,236.88,280.28,360.57,400.93,425.27,461.08,487.03
11/19/2015,459.78,434.73,484.41,390.88,386.12,365.97,313.71,267.84,278.32,286.62,351.88,376.07,456.46,434.59,382.33,374.23,323.46,270.01,322.41,429.84,502.2,509.98,561.09,568.91
11/20/2015,580.83,544.85,512.95,517.55,511.63,503.44,534.83,538.33,541.46,571.83,569.82,610.66,544.58,472.29,391.22,408.41,250.88,268.79,214.59,332.52,393.57,433.99,537.14,495.75
11/21/2015,489.15,505.55,481.72,473.14,467.15,485.12,481.6,455.43,480.63,522.13,497.13,428.53,494.18,375.72,351.66,376.54,340.7,386.75,436.21,495.06,501.75,557.98,557.64,574.22
11/22/2015,575.5,575.31,522.87,508.61,490.17,486.87,498.59,541.89,530.63,516.35,522.89,491.32,422.9,349.59,327.26,299.85,264.92,336.26,286.71,364.86,439.68,495.24,481.29,493.37
11/23/2015,512.65,449.8,442.84,401.85,388.04,377.74,395.77,386.82,411.52,455.79,489.95,578.4,384.93,430.5,261.89,333.89,359.18,388.83,265.15,470.32,429.89,498.17,483.54,482.02
11/24/2015,487.44,464.36,438.66,413.11,395.78,364.25,392.06,377.03,436.8,482.19,621.23,502.81,513.19,488.99,457.49,389.69,366.41,348.49,411.8,329.06,335.34,352.8,421.65,387.5
11/25/2015,329.18,422.55,328.86,309.72,279.91,242.92,234.52,283.47,341.75,333.77,327.16,320.93,334.45,379.24,327.05,277.39,264.28,254.25,285.39,364.05,268.76,326.29,356.34,316.23
11/26/2015,326.12,300.68,285.46,273.49,251.3,245.32,264.36,230.63,400.05,468.16,455.55,413.84,399,310.87,341.13,236.44,217.96,269.12,343.58,321.27,330.35,272.76,320.16,341.45
11/27/2015,354.28,282.2,289.56,290.24,257.1,198.59,166.44,249.3,262.99,337.03,352.64,466.83,534.47,308.72,415.66,424.34,483.44,361.43,400.71,423.38,383.41,327.84,329.58,338.13
11/28/2015,296.69,281.59,269.63,248.59,240.19,238.53,241.96,245.53,264.15,293.89,335.58,355.71,363.43,356.98,367.35,372.42,369.72,353.74,242.97,283.18,268.44,266.07,235.6,271.13
11/29/2015,300.69,290.83,269.69,253.31,224.97,235.32,252.06,249.24,239.81,338.06,246.2,309.41,413.16,416.76,369.73,393.11,390.3,370.51,409.83,439.53,425.36,457.51,469.55,457.26
11/30/2015,423.28,412.25,476.64,457.98,444.49,443.17,422.67,391.02,399.1,398.46,440.83,397.91,405.08,394.47,363.36,412.82,386.61,412.54,422.45,417.42,439.62,434.71,391.91,475.02
12/1/2015,430.99,408.39,357.75,314.98,311.95,296.88,305.21,307.33,345.54,404.42,433.22,377.94,400.72,360.72,324.13,311.08,307.83,406.54,289.67,382.58,433.08,447.32,459.46,506.17
12/2/2015,482.42,459.8,392.01,309.86,271.68,260.25,289.58,308.42,447.38,450.71,393.86,546.64,451.27,375.58,331.02,304.08,309.54,358.66,399.46,487.71,549.75,524.17,508.88,378.62
12/3/2015,373.96,333.29,296.23,296.92,239.86,250,268,356.12,298.5,351.94,542.43,598.39,605.46,563.25,474.29,364.71,391.79,457.82,457.45,451.08,462.92,507.39,484.78,468.47
12/4/2015,460.44,390.89,339.34,341.12,327.38,320.96,307.88,339.79,428.34,302.06,392.37,392.68,438.08,411.51,370.33,287.75,215.98,228.92,353.89,219.26,303.56,392.89,444.94,441.11
12/5/2015,436,411.67,469.45,419.61,413.17,469.58,473.88,487.79,384.44,421.67,409.42,450.83,579.62,357.28,425.98,404.86,351.38,418.78,541.25,498.08,643.89,308,308,308
12/6/2015,308,308,308,337,482,482,,,,,,,434.17,375.33,402.31,367.71,364.74,364.22,443.16,548.05,609.96,578.9,592.61,596.01
12/7/2015,433.2,432.74,405.42,465.88,483.21,425.12,440.56,445.17,360.08,388.08,428.79,442.5,455.62,431.96,371.24,323.62,310.33,304.14,364.12,562.69,419.57,448.71,460.97,512.08
12/8/2015,572,539.39,510.33,429.83,429.61,551.33,558.33,561.67,540.96,524.38,505.38,478.87,468.29,508.71,403.88,346.73,309.33,376.21,243.45,423.95,456.28,537.33,597.6,602.75
12/9/2015,539.66,515.16,501.3,499.25,482.08,477.16,472.08,450.78,420.46,400.08,399.5,396.08,369.21,336.13,336.14,354.48,357.98,358.58,361.74,381.08,357.18,344.18,357.46,407.74
12/10/2015,436.32,416.42,452.75,426.04,400.96,379.92,384.88,363,354.92,429.82,443.07,412.34,367.58,342.34,292.92,282.33,289.91,306.92,347.04,403.16,450.09,442.04,428.38,426.71
12/11/2015,418.08,396.63,370.02,342.96,309.67,298,317.12,320.71,338.63,398.84,471.79,509.85,539.83,531.96,398.88,374.81,362.44,392.33,421.31,412.08,414.58,467.35,527.3,519.23
12/12/2015,494,464.33,424.62,414.58,395.63,370.62,326.42,341.09,329.54,344.29,337.59,384.67,399.52,438.54,383.87,309.46,340.91,340.88,347.65,348.38,354.62,441.04,443.48,465.4
12/13/2015,460.12,430.66,399.83,337.96,318.92,314.16,325.38,355.2,432.88,382.42,368.33,342.44,291.25,270.21,222.75,204.96,229.17,206.04,226.42,266.12,398.79,423.04,460.71,451.5
12/14/2015,445.55,472.6,434.38,337.42,330.88,328.29,310.83,313.71,373.58,422.62,411.08,381.92,,,,,,,,,,,,
12/15/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2015,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2015,,,,,,,,,,,,,,275.83,231.56,241.42,222.92,310.59,453,238.33,592.88,604.12,618,522.22
12/23/2015,655.04,664.78,632.94,595.61,589.83,573.27,585.5,605.67,657.06,659.72,584,669.67,619.17,609.17,581.39,425.05,414.62,450.99,415.14,457.73,564.54,561,802,784.5
12/24/2015,673.33,524.8,394,344.17,347.67,357.4,372.67,522,524.83,537.33,648.5,627.5,665.5,735,931.67,832.4,279,241.71,263.96,215.21,308.38,433.34,469.79,429.69
12/25/2015,333.25,314.5,279,286.58,271.71,245.5,206.29,268.56,327.21,332.21,419.83,350.42,328.21,275.5,260.21,186.36,198.08,191.76,201.54,262.75,276.22,303.5,484.42,455.62
12/26/2015,439,371.42,332.75,291.21,258.88,260.08,261.54,294.17,341.29,369.37,408.21,372.34,356.96,321.67,273.67,247.08,220.74,259.44,302.86,303.75,354.46,407.92,488.92,428.54
12/27/2015,432.25,408.71,356.29,332.39,298.04,309.88,309.75,363.21,360.71,383.92,430.5,427,450.29,420.52,336.22,290.97,288.42,281.15,328.57,389.11,437.92,451.88,470.02,445.36
12/28/2015,455.96,354.96,303.1,249.25,229.54,224.62,225.83,243.83,297.69,365.75,459.75,395.55,386.75,363,337.38,327.38,287.29,251.71,221.92,266.71,370.28,441.58,441.21,483.25
12/29/2015,453.38,416.28,403.02,330.54,250.54,256,261.96,300.46,370.55,356.33,394.42,387.12,347.67,346.21,328.96,399.79,268.71,279.75,214.84,224,278.29,363,258.5,310.84
12/30/2015,332.98,324,337.16,378.83,366.94,382.55,438.44,296.08,548.89,535.22,547.67,502.56,485.33,424.61,317.39,254.39,248.89,262.5,273.81,361,397.5,392.17,477.22,502.33
12/31/2015,466.33,444.68,522.36,407.21,368.11,334.43,316.97,322.78,343.55,389.38,472.29,439.73,385.35,416.62,375.27,253.94,217.98,189.78,244.01,359.15,464.06,535.32,518.95,552.16
1/1/2016,542.82,555.91,454.64,445.17,551.69,510.66,491.04,496.33,457.33,540.67,540.78,434.52,329.95,331.13,296.92,361.54,297.5,332.54,421.38,565.04,627.79,615.67,615.5,609.58
1/2/2016,603.88,593.54,539.17,378.42,352.29,346.54,302.67,331.33,361.42,388.17,435.96,439.83,461.94,396.68,312.71,296.15,291.19,304.67,291.96,339.73,382.82,410.45,469.6,455.83
1/3/2016,580.32,559.42,554.12,517.12,567.79,550.02,527.42,520.17,506.62,516.38,488,465,444.92,380.75,330.29,297.04,295.88,313.58,321.92,383.42,447.69,641,705.06,721.63
1/4/2016,696.61,566.83,674.55,657.67,622.17,608.83,624.55,553.17,547.54,621.56,668.58,751.5,699.58,520.67,437.89,408.46,431.38,469.77,464.98,567.79,625.48,620.04,616.81,612.44
1/5/2016,579.75,594.67,586.79,550.71,552.12,524.18,506.64,537.21,540.46,555.01,586.46,627.34,564.88,486.51,358.62,345.94,396,442.92,494.5,594.38,525.4,605.11,608.6,682.94
1/6/2016,591.9,651.95,660.1,670.17,633.92,627.83,617.96,628,683.24,664.92,645.97,594,418.16,370.17,366.66,295.74,273.23,320.04,366.39,404.36,475.58,488,464.61,663.29
1/7/2016,593.51,572.88,543.33,566.17,580.04,597.58,583.08,608.22,622.15,620.23,642.25,664.56,629.62,521.69,413.37,477.96,604.04,652.21,536.44,577.83,431.66,647.67,692.67,714.33
1/8/2016,726.83,661.11,685.29,668.83,631.75,612.71,611.94,607.5,618.7,557.83,544.79,601.13,598.08,578.69,612.5,515.33,425.61,346.45,357.83,358.78,435.22,390.33,416.72,416.61
1/9/2016,372.5,324.44,298.44,268.11,276.84,256.72,245.61,273.17,361.28,364.11,407.28,402.22,319.11,362.75,335.25,331.17,291.06,273.22,225.39,245.28,327,368.95,379.89,481.57
1/10/2016,504.67,395.83,478.28,434.33,375.78,343.39,352.11,344.22,346.56,363.22,375.39,369.44,269.63,205.42,185.54,200.88,202.04,215.96,270.96,312.71,394.08,413.56,450.65,491.75
1/11/2016,438.08,434.75,465.39,451.54,418,400.16,406.34,420.33,454.88,501.71,529.5,497.12,382.92,294.04,212.67,208.71,267.38,346.29,241.38,302.71,528.46,573.38,553.83,548.94
1/12/2016,561,556.71,532.06,551.56,536.59,423.1,409.22,477.5,497.42,498.84,492.9,394.66,322.93,272.38,203.17,195.12,208.21,187.67,209.46,219.46,313.54,334.62,352.46,398.02
1/13/2016,442.48,376.92,372.25,311.88,304.17,302.21,295.5,306.47,317.33,353.83,396.69,387.33,352.79,334.75,276.47,290.67,332.13,422.12,543.14,549.34,599.75,587.54,584.38,550
1/14/2016,467.07,313.52,292.77,247,250.67,249.54,248.54,264.29,280.29,283.08,310.23,327.11,369.75,376,372.42,387.45,400.81,410.5,398.83,339.04,365.96,388.33,416.88,377.34
1/15/2016,412.34,402.04,380.46,321.67,317.41,293.25,282.71,226.71,239.5,229.54,231.38,237.38,232.17,261.79,229.04,232.92,244.83,230.22,247.79,208.12,203.12,200.17,172.79,191.42
1/16/2016,207.5,207.92,201.42,192.04,203.25,203.13,206.74,198.75,200.54,178.12,211.71,227.44,239.21,265.29,249.88,257.05,216.55,224.1,234.46,216.46,250.79,230.28,234.69,227.75
1/17/2016,237.75,210.46,194.38,172.37,177.92,180.84,199.11,194.5,196.96,207.38,202.21,225.04,234.67,237.58,233.92,234.52,274.46,301.38,353,382.63,441.08,431.66,442.96,477.25
1/18/2016,542.96,540.74,531.54,475.84,464.29,464.62,464.12,429.85,437.99,469.4,506.81,488.33,463.26,433.45,427.38,416.43,355.12,338.54,383.75,404.84,398.75,422.29,513.17,460.85
1/19/2016,398.5,399.33,411.88,358.33,339.82,290.79,294.83,303.04,319.37,368.54,398.25,405.08,456.08,479.17,484.04,469.33,453.54,481.54,527.96,532.53,527.46,538.29,563.71,536.29
1/20/2016,505.38,418.29,330.66,363.79,354.66,374.75,363.92,362.62,391.25,461.71,455.79,447.79,455.62,453,467.22,453.13,410,413.42,401.62,413.42,417.58,415.75,432.06,405.73
1/21/2016,383.33,343.39,363.61,323.11,246.4,232.67,213.5,197.58,244,256.08,294.5,308.5,307.67,386.89,372.81,292.5,336.22,334,328.72,307.28,347,415.95,389.39,408.72
1/22/2016,425.67,486.22,452.89,430.61,379.86,336.72,294.17,267.94,294.39,318.44,369.89,454.33,486.38,517.5,477.95,421.44,481.22,471.06,436.11,419.22,433.83,478,447.72,472.45
1/23/2016,517.28,483.11,396.11,518.72,525.22,503.87,494.11,495.94,500.17,481.55,445,458.72,468.11,451.39,368.11,260.46,267.83,336.96,501.39,559.28,612.42,671.11,633.55,569.55
1/24/2016,583.78,609.22,572.72,553,524.94,523.17,368.95,304.66,318.63,335.59,348.17,387.67,427.17,489.94,478,458.22,476.61,391.94,466.92,461.96,423.98,410.04,408.17,387.34
1/25/2016,329.36,298.13,276.67,259.68,257.58,254.5,242.96,249.5,291.57,307.81,332.43,365.05,394.22,439.96,432,429.08,400.04,373.52,384.98,432.42,467.48,562.16,493,415.79
1/26/2016,408.58,402.58,432.79,428.88,444.46,436.06,443.58,450.92,458.5,489.92,543.42,561.79,586.96,586.96,577.38,517.25,460.08,346.75,334.18,346.5,410.36,446.26,494,501.71
1/27/2016,546.38,517.62,526.13,489.04,516.2,496.75,474.31,469.61,458.5,471.61,463.61,389.94,309.61,350.89,211.96,223.48,214.42,232.7,341.16,423.21,464.38,495.4,533.79,557.99
1/28/2016,595.27,522.27,542.58,517.62,474.83,455,453.34,535.86,581,659.78,643.28,599,578.58,452.28,460.48,331.26,271.96,222.75,265.46,286.13,376.47,438.54,381.78,467.28
1/29/2016,466.58,466.72,548,543.66,547.79,551.12,559.22,496.17,516.06,565.83,620.72,534.46,464.78,483.42,444,482.63,425.69,420.12,420.08,442.4,424.95,452.97,483,600.64
1/30/2016,583.25,510.29,494.16,478.9,465.16,447.67,402.25,395,445.87,428.63,531.71,532.38,436.94,374.17,285.72,295.2,345.91,361.38,462.39,561.41,411.42,422.38,490.34,654.69
1/31/2016,597.17,575.33,562,,,,,,,,,,284.69,259.57,212.9,212.98,199.13,169.94,192.06,182.94,209.72,244.01,233.17,231.83
2/1/2016,180.17,184.17,177.06,144.56,138,134.61,150.28,197.78,251,285.06,305.5,290.5,214.39,218.61,163.91,165.28,148.83,115.72,148.89,162.08,161.11,201.89,253.33,251.22
2/2/2016,231.39,221.89,198.4,190.83,169.67,172.96,240.47,297.67,384.78,397.67,400.83,338.5,241.67,258.78,262.83,160.56,219,165.27,128.99,125.24,164.93,256.38,320.27,279.95
2/3/2016,241.51,245.01,260.6,246.56,197.61,178.5,170.23,200.61,292.95,334.67,434.39,411.44,347.89,366.11,401.33,380.28,302.11,301.72,177.36,234.78,187.72,223.03,209.96,224.32
2/4/2016,237.91,218.68,200.56,179.58,187.95,218.24,221.36,204.98,245.99,293.92,336.01,340.75,341.41,341.82,297.08,201.93,204.08,146.44,171.9,162.12,314.12,398.69,473.88,521.71
2/5/2016,532.83,537.79,519.29,460.25,404.5,359.37,382.77,377.32,419.16,458.42,489.3,500.29,435.88,369.37,267.46,219.42,222.54,191.16,234.06,243.19,313.75,385.17,426.83,447.92
2/6/2016,472.21,486.88,481.29,461.08,485.04,489.08,478.58,454.92,460.42,471.82,433.44,412.78,320.15,258.21,202.11,174.44,172.52,165.11,172.25,200.24,222.56,260,292.2,328.06
2/7/2016,326.22,313.22,298.1,287.25,313.11,324.47,279.01,265.06,275.56,277.61,285.5,295.83,273.25,264.18,248.49,228.39,216.08,179.46,183.65,152.99,181.7,187.52,166.7,174.46
2/8/2016,162.66,132.81,131,128.93,130.52,132.52,152,189.04,238.69,276.3,291.04,276.54,221.75,283.01,105.66,124.97,135.87,132.98,158.13,149.02,145.9,195.86,277.17,312.29
2/9/2016,292.96,288.12,273.08,216.16,197.58,196.21,210.6,249.88,300.25,355.6,368.54,363.04,317.82,214.21,219.08,194.5,163.94,170.33,179.16,185.14,238.05,330.18,361.33,394.96
2/10/2016,441.46,375.64,374,355.92,345.38,336.95,326.08,326.67,378.52,405.72,464.75,438.47,391.84,347.92,225.41,222.58,226.44,181.58,237.13,330.62,376.46,359.08,361.33,363.29
2/11/2016,348.04,304.08,336.96,303.02,317.71,217.33,210,206.79,200.83,225.63,257.12,263.83,263.17,282.56,214.54,201.79,180.62,203.12,284.15,205.75,341.67,353.04,365.96,404
2/12/2016,335.36,281.65,256.54,222.67,202.54,204.25,207.54,231.79,310.04,358.54,408.04,440.21,395,358.04,294,278.04,277.94,207.44,256.89,303.1,313.22,328.45,323.44,315.78
2/13/2016,286.72,264.79,266.07,248.61,241.5,230.03,226.19,226.03,300.41,265.03,302.14,337.69,253.24,275.4,247.89,276.67,245.97,184.34,149.97,120.14,132.27,125.5,131.33,153.53
2/14/2016,144.92,147.44,185.83,225,219.68,189.78,159,144.11,149.56,176.33,186.28,177.72,178.21,161.75,151.72,163.71,163.54,160.22,168.5,153.57,161,200.92,226.88,264.08
2/15/2016,257.83,247.04,226.75,181.63,156.25,158.67,159.88,145.38,203.54,282.96,299.33,272.12,258.83,278.04,218.83,198.38,175.79,180.21,188.71,193.92,222.38,232.68,257.54,271.88
2/16/2016,267.75,239.71,247.63,233.71,208,191.72,185.96,195.33,201.62,252.62,293.56,260.79,222.08,280.62,245.2,184.89,159.11,144.28,159.06,161.5,179.33,212.64,220.54,238.58
2/17/2016,226.27,217.42,200.5,172.08,158,141.83,142.16,148.34,185.12,232.08,272.12,258.79,304.96,344.54,303.79,276.92,246.46,234.04,218.96,265.13,258,283.58,292.33,284.17
2/18/2016,240.08,173.64,178.04,158.71,140.12,181,128.47,144.75,163.92,178.74,179.42,181.82,212.75,233.38,255.98,245.54,289.22,271.51,247.71,230.81,248.54,271.46,313.64,342.6
2/19/2016,400.07,375.46,285.16,241.58,260.46,337,310.38,266.13,308.88,339.68,384.88,407.17,448.75,341.58,246.02,329.63,212.4,218.5,239.83,253.98,259.41,245.71,303,361.51
2/20/2016,368,351.66,331.42,305.46,298.25,274.21,268,269.71,243.79,257.54,244.83,222.58,229.67,203.22,177.46,174.88,188.8,207.21,206.29,136.71,117.38,115.78,113.72,109.39
2/21/2016,107,87.92,103.08,94.83,90.17,95.42,92,87.5,78.5,89,125.5,122.39,126.17,157.78,166,264,231.28,249.55,269.22,183.17,120.67,115.72,129.06,112.72
2/22/2016,120.26,114,116.61,101.67,87,88.79,90.44,99.83,134.11,175.1,204.78,194.5,154.5,139.5,131.42,90.6,88.34,128.61,122.83,116.49,171.42,187.33,201.83,238.52
2/23/2016,218.35,164.98,143,155.67,193.25,184.67,159.5,111.5,126.33,167.5,211.17,291.84,304.08,306.92,192.39,111.44,127,159.97,112.32,126.37,193.85,293.03,292.39,323.09
2/24/2016,367.63,350.56,291.83,265,253.5,262.94,261.11,249.58,278.5,491.5,503.25,444.61,467.83,389.66,298.22,225.72,186.89,167.78,174.61,191.67,261.83,361.92,339.42,341.75
2/25/2016,313.94,320.86,329.66,296.5,231.62,205,186.72,179.67,189.72,218.78,239.89,260.04,313.95,287.38,235.58,200.04,174.75,168.75,145.44,151.17,190,196.83,252.17,290.28
2/26/2016,277.45,239.44,234.83,214.72,200.61,195.11,195.61,208.16,249.89,353.39,371.28,262.83,192.17,164.33,142.88,127.83,121.94,132.44,149.89,177.94,287.33,370.11,382.39,417.89
2/27/2016,390.28,360.87,304.5,275.06,269.28,280.06,236.28,249.45,293.83,414.56,459.72,384.5,245.92,208.89,145.42,148.11,136.89,135.06,165.17,145.11,176.89,151.5,156.33,169.42
2/28/2016,253.33,343.5,426.92,365.33,285.84,295.66,312.5,323.25,352.66,359.75,365.42,314,295.61,258.67,229.28,161.39,139.06,134.83,143.28,173.33,183.44,226.83,179.75,205.83
2/29/2016,247.75,280.25,309.75,300.41,297.34,298.34,298.34,250.7,258.25,356.16,429.28,397.33,245.28,216.66,170.94,148.28,151.39,145.22,154.78,169,240.78,224.25,243.25,294.33
3/1/2016,416.25,398.58,359.42,327.58,340.34,309.17,289.08,329.33,364.34,360.25,390.67,417.22,307.5,265.54,211.72,241.17,255.22,259.89,237.83,212.94,250.61,183.2,213.83,255.36
3/2/2016,309.5,291.34,271.25,249.17,243.92,234.25,211.25,206.25,233.67,290.09,356.8,319.89,236.56,214.94,175.83,172.11,165.51,164.72,190.78,223,241.45,275.79,274.83,317.06
3/3/2016,415.18,290.55,294.33,275.94,285.45,284.44,244.07,247.89,254.6,266.83,341.33,281.92,246.6,226.75,216.38,222.83,267.67,238,175.62,192.95,282.5,267.12,268.46,255.97
3/4/2016,299.32,235.56,242.66,258.06,287.67,345.61,152.78,163.39,196.94,247.11,256.23,217.95,212.5,228.01,208.11,125.53,96.47,92.5,90.55,113.05,180.22,236.22,170.92,183.67
3/5/2016,162.16,97.5,126.95,166.11,142.28,114.67,82,61.89,80.67,137.39,145.34,144.28,152.72,163.89,270.22,152.66,143.33,164.25,152.08,116.92,149.42,137.25,32.33,8.5
3/6/2016,31,36.67,58.67,25.5,18,18.67,44.66,47.5,58.75,67.25,67,56.34,52.75,52.17,53.08,45.92,71.91,75.83,65.5,93.17,132.22,100,85.17,96.94
3/7/2016,111.39,121.19,131.88,93.34,108.93,76.3,85.05,108.59,135.77,187.13,245.16,317.03,400.9,372.76,185.84,147.6,130.08,151.03,253.02,127.36,148.21,131.5,128.92,127.71
3/8/2016,153.5,145,133.87,102.38,95.48,98.25,110,136.96,172.12,209.29,231.5,178.83,139.68,104.08,84.6,84.42,60.22,128.92,131.71,97.29,135.58,170.28,161.56,169.83
3/9/2016,174.67,188.33,198.56,196.72,185.34,209.5,247,,,,,228.42,178.83,148.5,123.66,108.21,93.88,112.96,93.96,102.64,115.92,135.12,201.46,253.04
3/10/2016,370.58,365.92,281.04,272.08,311.12,328.04,327.25,367.16,439.79,459.25,429.29,305.84,193.04,184,112.94,93.17,76.78,65.28,66.88,88.83,118.56,135.28,170.33,213.61
3/11/2016,252.41,157.5,,,,,,,,,,,,,,,,,,,,,,
3/12/2016,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2016,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2016,,,,,,,,,,,,,53.84,56.75,64.67,54.44,51,38.94,38.78,48.98,60.99,118.32,180.96,182
3/15/2016,210.67,225.83,223,212.42,157.83,147.58,137.16,139,186.25,263.25,206.75,146.42,127.44,133.89,101.95,81.71,59.33,,,,,,,
3/16/2016,,,,,,,,,,,180.33,199.39,148.53,161.52,156.96,166.88,126.96,112.78,114.5,126.35,145.17,159.44,179.89,155.78
3/17/2016,160.33,143.32,116.45,90,79.45,79.19,117.22,149.26,164.76,192.26,202.92,160.25,127.49,119.47,97.54,129.16,138.21,110.95,139.17,118.72,123.78,185.5,201.44,164.61
3/18/2016,145.16,147.87,138.17,123.95,115.61,117.22,114.42,148.92,205.58,175.67,157.25,135.95,138.33,100.04,61.29,67.19,59.92,67.27,69.41,80.02,113.74,182.9,249.11,284.25
3/19/2016,299.85,298.32,310.83,278.09,260.75,217.58,200,227.92,249.92,229.34,242.84,191.58,199.61,245.89,212.06,175.56,114.95,94.73,89.73,107.06,97.52,71.04,104.57,159.09
3/20/2016,145.39,157.17,173.75,203.08,196,143,132.25,158.25,185.75,197.75,160.25,169.06,137.82,138.11,136.61,176.18,183.22,221.39,201.56,169.22,141.56,172.83,169.72,153.45
3/21/2016,166.44,146.33,141.78,96.06,101.06,73.89,71.39,88.28,145.91,181.44,176.4,169.22,129.83,115.72,112.78,129.08,107.67,110.31,214.33,127.5,130.54,120.79,121.58,122.75
3/22/2016,115.04,118.22,101.5,100.72,84.72,84.56,75.44,85.44,103,135.17,223.72,271.58,331.66,278.04,211.16,145.28,153.92,157.79,151.71,69.56,75.72,87,92.66,97.25
3/23/2016,88.34,75.09,74.5,68.58,66.67,86.34,127.34,179,199.33,174.92,167.17,168.44,159.72,142.25,141.78,137.95,142.5,104.83,84.04,106.25,115.12,243.29,305.34,395.58
3/24/2016,396.34,449.75,504.42,408,332,284.59,253.84,230.84,268.34,260.92,246.33,140.34,92.5,96.66,43.25,52.5,75.83,59.25,84.42,109.75,162,286.16,319.58,319
3/25/2016,314.06,309.59,278.32,228.92,187,167.17,168.08,178.67,240.08,287.5,251.67,204.58,215.24,207.33,157,182.75,140.94,125.56,146.72,167.28,187.83,228.55,286.42,347.5
3/26/2016,345.06,287,202.75,128.92,73.66,49.08,48.75,57.42,56.25,56,77.17,165.05,101.67,97.45,77.79,70.56,118.95,126.66,125.33,108.22,143.28,158.67,130.11,127.94
3/27/2016,121.56,112.2,90.61,68,65.29,66.5,73.16,81.22,59.33,65.17,61.33,59.33,39.83,31.83,20.67,23.17,39.33,16.33,16.33,8,17,38.17,58.67,63
3/28/2016,93.5,91.5,63.33,37.5,52.17,62.33,62.5,100.67,214.67,252.33,158.17,73.17,111,134.61,121.49,112.54,80.08,86.85,102.62,101.98,122.22,126.6,147.28,138.23
3/29/2016,122.24,121.9,105.32,96.68,116.62,127.88,146.84,228.61,354.87,324.31,276.89,253.18,128.78,110.83,107.78,102.22,86.89,80.73,88.33,,,,,
3/30/2016,,,,,,,,,,,,,154.33,146.96,147.32,135.49,138.18,120,107.35,121.67,163.12,211.89,234.33,283.78
